metro_area,iso_3166_2_code,census_fips_code,date,RS_first2,areatype,perc_change
NA,DE-BE,NA,2021-01-22,11,transit_stations_percent_change_from_baseline,-53
NA,DE-BE,NA,2021-01-22,11,workplaces_percent_change_from_baseline,-42
NA,DE-BE,NA,2021-01-22,11,residential_percent_change_from_baseline,17
NA,DE-BE,NA,2021-01-23,11,retail_and_recreation_percent_change_from_baseline,-70
NA,DE-BE,NA,2021-01-23,11,grocery_and_pharmacy_percent_change_from_baseline,-16
NA,DE-BE,NA,2021-01-23,11,parks_percent_change_from_baseline,-46
NA,DE-BE,NA,2021-01-23,11,transit_stations_percent_change_from_baseline,-57
NA,DE-BE,NA,2021-01-23,11,workplaces_percent_change_from_baseline,-29
NA,DE-BE,NA,2021-01-23,11,residential_percent_change_from_baseline,12
NA,DE-BE,NA,2021-01-24,11,retail_and_recreation_percent_change_from_baseline,-74
NA,DE-BE,NA,2021-01-24,11,grocery_and_pharmacy_percent_change_from_baseline,-42
NA,DE-BE,NA,2021-01-24,11,parks_percent_change_from_baseline,-43
NA,DE-BE,NA,2021-01-24,11,transit_stations_percent_change_from_baseline,-58
NA,DE-BE,NA,2021-01-24,11,workplaces_percent_change_from_baseline,-28
NA,DE-BE,NA,2021-01-24,11,residential_percent_change_from_baseline,9
NA,DE-BB,NA,2020-02-15,12,retail_and_recreation_percent_change_from_baseline,10
NA,DE-BB,NA,2020-02-15,12,grocery_and_pharmacy_percent_change_from_baseline,5
NA,DE-BB,NA,2020-02-15,12,parks_percent_change_from_baseline,48
NA,DE-BB,NA,2020-02-15,12,transit_stations_percent_change_from_baseline,9
NA,DE-BB,NA,2020-02-15,12,workplaces_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-15,12,residential_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-16,12,retail_and_recreation_percent_change_from_baseline,3
NA,DE-BB,NA,2020-02-16,12,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-16,12,parks_percent_change_from_baseline,-14
NA,DE-BB,NA,2020-02-16,12,transit_stations_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-16,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-16,12,residential_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-17,12,retail_and_recreation_percent_change_from_baseline,3
NA,DE-BB,NA,2020-02-17,12,grocery_and_pharmacy_percent_change_from_baseline,4
NA,DE-BB,NA,2020-02-17,12,parks_percent_change_from_baseline,9
NA,DE-BB,NA,2020-02-17,12,transit_stations_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-17,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-17,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-18,12,retail_and_recreation_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-18,12,grocery_and_pharmacy_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-18,12,parks_percent_change_from_baseline,8
NA,DE-BB,NA,2020-02-18,12,transit_stations_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-18,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-18,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-19,12,retail_and_recreation_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-19,12,grocery_and_pharmacy_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-02-19,12,parks_percent_change_from_baseline,-2
NA,DE-BB,NA,2020-02-19,12,transit_stations_percent_change_from_baseline,-3
NA,DE-BB,NA,2020-02-19,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-19,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-20,12,retail_and_recreation_percent_change_from_baseline,2
NA,DE-BB,NA,2020-02-20,12,grocery_and_pharmacy_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-20,12,parks_percent_change_from_baseline,10
NA,DE-BB,NA,2020-02-20,12,transit_stations_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-20,12,workplaces_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-02-20,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-21,12,retail_and_recreation_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-21,12,grocery_and_pharmacy_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-21,12,parks_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-21,12,transit_stations_percent_change_from_baseline,-2
NA,DE-BB,NA,2020-02-21,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-21,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-22,12,retail_and_recreation_percent_change_from_baseline,4
NA,DE-BB,NA,2020-02-22,12,grocery_and_pharmacy_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-22,12,parks_percent_change_from_baseline,25
NA,DE-BB,NA,2020-02-22,12,transit_stations_percent_change_from_baseline,3
NA,DE-BB,NA,2020-02-22,12,workplaces_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-02-22,12,residential_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-23,12,retail_and_recreation_percent_change_from_baseline,-9
NA,DE-BB,NA,2020-02-23,12,grocery_and_pharmacy_percent_change_from_baseline,-7
NA,DE-BB,NA,2020-02-23,12,parks_percent_change_from_baseline,-42
NA,DE-BB,NA,2020-02-23,12,transit_stations_percent_change_from_baseline,-9
NA,DE-BB,NA,2020-02-23,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-23,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-24,12,retail_and_recreation_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-02-24,12,grocery_and_pharmacy_percent_change_from_baseline,2
NA,DE-BB,NA,2020-02-24,12,parks_percent_change_from_baseline,5
NA,DE-BB,NA,2020-02-24,12,transit_stations_percent_change_from_baseline,-3
NA,DE-BB,NA,2020-02-24,12,workplaces_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-02-24,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-25,12,retail_and_recreation_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-25,12,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-25,12,parks_percent_change_from_baseline,11
NA,DE-BB,NA,2020-02-25,12,transit_stations_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-25,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-25,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-26,12,retail_and_recreation_percent_change_from_baseline,-3
NA,DE-BB,NA,2020-02-26,12,grocery_and_pharmacy_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-26,12,parks_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-26,12,transit_stations_percent_change_from_baseline,-3
NA,DE-BB,NA,2020-02-26,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-26,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-27,12,retail_and_recreation_percent_change_from_baseline,3
NA,DE-BB,NA,2020-02-27,12,grocery_and_pharmacy_percent_change_from_baseline,7
NA,DE-BB,NA,2020-02-27,12,parks_percent_change_from_baseline,9
NA,DE-BB,NA,2020-02-27,12,transit_stations_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-27,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-27,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-28,12,retail_and_recreation_percent_change_from_baseline,4
NA,DE-BB,NA,2020-02-28,12,grocery_and_pharmacy_percent_change_from_baseline,10
NA,DE-BB,NA,2020-02-28,12,parks_percent_change_from_baseline,5
NA,DE-BB,NA,2020-02-28,12,transit_stations_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-28,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-02-28,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-29,12,retail_and_recreation_percent_change_from_baseline,5
NA,DE-BB,NA,2020-02-29,12,grocery_and_pharmacy_percent_change_from_baseline,10
NA,DE-BB,NA,2020-02-29,12,parks_percent_change_from_baseline,34
NA,DE-BB,NA,2020-02-29,12,transit_stations_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-29,12,workplaces_percent_change_from_baseline,1
NA,DE-BB,NA,2020-02-29,12,residential_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-01,12,retail_and_recreation_percent_change_from_baseline,15
NA,DE-BB,NA,2020-03-01,12,grocery_and_pharmacy_percent_change_from_baseline,23
NA,DE-BB,NA,2020-03-01,12,parks_percent_change_from_baseline,23
NA,DE-BB,NA,2020-03-01,12,transit_stations_percent_change_from_baseline,6
NA,DE-BB,NA,2020-03-01,12,workplaces_percent_change_from_baseline,2
NA,DE-BB,NA,2020-03-01,12,residential_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-02,12,retail_and_recreation_percent_change_from_baseline,3
NA,DE-BB,NA,2020-03-02,12,grocery_and_pharmacy_percent_change_from_baseline,10
NA,DE-BB,NA,2020-03-02,12,parks_percent_change_from_baseline,11
NA,DE-BB,NA,2020-03-02,12,transit_stations_percent_change_from_baseline,-2
NA,DE-BB,NA,2020-03-02,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-02,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-03-03,12,retail_and_recreation_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-03-03,12,grocery_and_pharmacy_percent_change_from_baseline,4
NA,DE-BB,NA,2020-03-03,12,parks_percent_change_from_baseline,3
NA,DE-BB,NA,2020-03-03,12,transit_stations_percent_change_from_baseline,-5
NA,DE-BB,NA,2020-03-03,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-03,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-03-04,12,retail_and_recreation_percent_change_from_baseline,2
NA,DE-BB,NA,2020-03-04,12,grocery_and_pharmacy_percent_change_from_baseline,5
NA,DE-BB,NA,2020-03-04,12,parks_percent_change_from_baseline,17
NA,DE-BB,NA,2020-03-04,12,transit_stations_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-04,12,workplaces_percent_change_from_baseline,1
NA,DE-BB,NA,2020-03-04,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-03-05,12,retail_and_recreation_percent_change_from_baseline,4
NA,DE-BB,NA,2020-03-05,12,grocery_and_pharmacy_percent_change_from_baseline,5
NA,DE-BB,NA,2020-03-05,12,parks_percent_change_from_baseline,26
NA,DE-BB,NA,2020-03-05,12,transit_stations_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-03-05,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-05,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-03-06,12,retail_and_recreation_percent_change_from_baseline,-3
NA,DE-BB,NA,2020-03-06,12,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-06,12,parks_percent_change_from_baseline,-7
NA,DE-BB,NA,2020-03-06,12,transit_stations_percent_change_from_baseline,-6
NA,DE-BB,NA,2020-03-06,12,workplaces_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-03-06,12,residential_percent_change_from_baseline,2
NA,DE-BB,NA,2020-03-07,12,retail_and_recreation_percent_change_from_baseline,4
NA,DE-BB,NA,2020-03-07,12,grocery_and_pharmacy_percent_change_from_baseline,4
NA,DE-BB,NA,2020-03-07,12,parks_percent_change_from_baseline,19
NA,DE-BB,NA,2020-03-07,12,transit_stations_percent_change_from_baseline,-2
NA,DE-BB,NA,2020-03-07,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-07,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-03-08,12,retail_and_recreation_percent_change_from_baseline,29
NA,DE-BB,NA,2020-03-08,12,grocery_and_pharmacy_percent_change_from_baseline,23
NA,DE-BB,NA,2020-03-08,12,parks_percent_change_from_baseline,43
NA,DE-BB,NA,2020-03-08,12,transit_stations_percent_change_from_baseline,8
NA,DE-BB,NA,2020-03-08,12,workplaces_percent_change_from_baseline,6
NA,DE-BB,NA,2020-03-08,12,residential_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-03-09,12,retail_and_recreation_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-03-09,12,grocery_and_pharmacy_percent_change_from_baseline,3
NA,DE-BB,NA,2020-03-09,12,parks_percent_change_from_baseline,5
NA,DE-BB,NA,2020-03-09,12,transit_stations_percent_change_from_baseline,-4
NA,DE-BB,NA,2020-03-09,12,workplaces_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-03-09,12,residential_percent_change_from_baseline,2
NA,DE-BB,NA,2020-03-10,12,retail_and_recreation_percent_change_from_baseline,-3
NA,DE-BB,NA,2020-03-10,12,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-10,12,parks_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-10,12,transit_stations_percent_change_from_baseline,-6
NA,DE-BB,NA,2020-03-10,12,workplaces_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-03-10,12,residential_percent_change_from_baseline,2
NA,DE-BB,NA,2020-03-11,12,retail_and_recreation_percent_change_from_baseline,3
NA,DE-BB,NA,2020-03-11,12,grocery_and_pharmacy_percent_change_from_baseline,5
NA,DE-BB,NA,2020-03-11,12,parks_percent_change_from_baseline,30
NA,DE-BB,NA,2020-03-11,12,transit_stations_percent_change_from_baseline,-2
NA,DE-BB,NA,2020-03-11,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-11,12,residential_percent_change_from_baseline,1
NA,DE-BB,NA,2020-03-12,12,retail_and_recreation_percent_change_from_baseline,-2
NA,DE-BB,NA,2020-03-12,12,grocery_and_pharmacy_percent_change_from_baseline,7
NA,DE-BB,NA,2020-03-12,12,parks_percent_change_from_baseline,10
NA,DE-BB,NA,2020-03-12,12,transit_stations_percent_change_from_baseline,-7
NA,DE-BB,NA,2020-03-12,12,workplaces_percent_change_from_baseline,-2
NA,DE-BB,NA,2020-03-12,12,residential_percent_change_from_baseline,2
NA,DE-BB,NA,2020-03-13,12,retail_and_recreation_percent_change_from_baseline,-4
NA,DE-BB,NA,2020-03-13,12,grocery_and_pharmacy_percent_change_from_baseline,17
NA,DE-BB,NA,2020-03-13,12,parks_percent_change_from_baseline,-4
NA,DE-BB,NA,2020-03-13,12,transit_stations_percent_change_from_baseline,-13
NA,DE-BB,NA,2020-03-13,12,workplaces_percent_change_from_baseline,-3
NA,DE-BB,NA,2020-03-13,12,residential_percent_change_from_baseline,3
NA,DE-BB,NA,2020-03-14,12,retail_and_recreation_percent_change_from_baseline,-2
NA,DE-BB,NA,2020-03-14,12,grocery_and_pharmacy_percent_change_from_baseline,21
NA,DE-BB,NA,2020-03-14,12,parks_percent_change_from_baseline,78
NA,DE-BB,NA,2020-03-14,12,transit_stations_percent_change_from_baseline,-7
NA,DE-BB,NA,2020-03-14,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-14,12,residential_percent_change_from_baseline,2
NA,DE-BB,NA,2020-03-15,12,retail_and_recreation_percent_change_from_baseline,-5
NA,DE-BB,NA,2020-03-15,12,grocery_and_pharmacy_percent_change_from_baseline,3
NA,DE-BB,NA,2020-03-15,12,parks_percent_change_from_baseline,66
NA,DE-BB,NA,2020-03-15,12,transit_stations_percent_change_from_baseline,-11
NA,DE-BB,NA,2020-03-15,12,workplaces_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-15,12,residential_percent_change_from_baseline,2
NA,DE-BB,NA,2020-03-16,12,retail_and_recreation_percent_change_from_baseline,4
NA,DE-BB,NA,2020-03-16,12,grocery_and_pharmacy_percent_change_from_baseline,27
NA,DE-BB,NA,2020-03-16,12,parks_percent_change_from_baseline,39
NA,DE-BB,NA,2020-03-16,12,transit_stations_percent_change_from_baseline,-16
NA,DE-BB,NA,2020-03-16,12,workplaces_percent_change_from_baseline,-8
NA,DE-BB,NA,2020-03-16,12,residential_percent_change_from_baseline,4
NA,DE-BB,NA,2020-03-17,12,retail_and_recreation_percent_change_from_baseline,0
NA,DE-BB,NA,2020-03-17,12,grocery_and_pharmacy_percent_change_from_baseline,21
NA,DE-BB,NA,2020-03-17,12,parks_percent_change_from_baseline,45
NA,DE-BB,NA,2020-03-17,12,transit_stations_percent_change_from_baseline,-21
NA,DE-BB,NA,2020-03-17,12,workplaces_percent_change_from_baseline,-14
NA,DE-BB,NA,2020-03-17,12,residential_percent_change_from_baseline,6
NA,DE-BB,NA,2020-03-18,12,retail_and_recreation_percent_change_from_baseline,-17
NA,DE-BB,NA,2020-03-18,12,grocery_and_pharmacy_percent_change_from_baseline,12
NA,DE-BB,NA,2020-03-18,12,parks_percent_change_from_baseline,65
NA,DE-BB,NA,2020-03-18,12,transit_stations_percent_change_from_baseline,-27
NA,DE-BB,NA,2020-03-18,12,workplaces_percent_change_from_baseline,-24
NA,DE-BB,NA,2020-03-18,12,residential_percent_change_from_baseline,9
NA,DE-BB,NA,2020-03-19,12,retail_and_recreation_percent_change_from_baseline,-27
NA,DE-BB,NA,2020-03-19,12,grocery_and_pharmacy_percent_change_from_baseline,6
NA,DE-BB,NA,2020-03-19,12,parks_percent_change_from_baseline,22
NA,DE-BB,NA,2020-03-19,12,transit_stations_percent_change_from_baseline,-36
NA,DE-BB,NA,2020-03-19,12,workplaces_percent_change_from_baseline,-28
NA,DE-BB,NA,2020-03-19,12,residential_percent_change_from_baseline,12
NA,DE-BB,NA,2020-03-20,12,retail_and_recreation_percent_change_from_baseline,-36
NA,DE-BB,NA,2020-03-20,12,grocery_and_pharmacy_percent_change_from_baseline,1
NA,DE-BB,NA,2020-03-20,12,parks_percent_change_from_baseline,-15
NA,DE-BB,NA,2020-03-20,12,transit_stations_percent_change_from_baseline,-45
NA,DE-BB,NA,2020-03-20,12,workplaces_percent_change_from_baseline,-30
NA,DE-BB,NA,2020-03-20,12,residential_percent_change_from_baseline,14
NA,DE-BB,NA,2020-03-21,12,retail_and_recreation_percent_change_from_baseline,-48
NA,DE-BB,NA,2020-03-21,12,grocery_and_pharmacy_percent_change_from_baseline,-8
NA,DE-BB,NA,2020-03-21,12,parks_percent_change_from_baseline,25
NA,DE-BB,NA,2020-03-21,12,transit_stations_percent_change_from_baseline,-42
NA,DE-BB,NA,2020-03-21,12,workplaces_percent_change_from_baseline,-20
NA,DE-BB,NA,2020-03-21,12,residential_percent_change_from_baseline,10
NA,DE-BB,NA,2020-03-22,12,retail_and_recreation_percent_change_from_baseline,-55
NA,DE-BB,NA,2020-03-22,12,grocery_and_pharmacy_percent_change_from_baseline,-26
NA,DE-BB,NA,2020-03-22,12,parks_percent_change_from_baseline,29
NA,DE-BB,NA,2020-03-22,12,transit_stations_percent_change_from_baseline,-43
NA,DE-BB,NA,2020-03-22,12,workplaces_percent_change_from_baseline,-21
NA,DE-BB,NA,2020-03-22,12,residential_percent_change_from_baseline,7
NA,DE-BB,NA,2020-03-23,12,retail_and_recreation_percent_change_from_baseline,-40
NA,DE-BB,NA,2020-03-23,12,grocery_and_pharmacy_percent_change_from_baseline,-4
NA,DE-BB,NA,2020-03-23,12,parks_percent_change_from_baseline,-1
NA,DE-BB,NA,2020-03-23,12,transit_stations_percent_change_from_baseline,-48
NA,DE-BB,NA,2020-03-23,12,workplaces_percent_change_from_baseline,-35
NA,DE-BB,NA,2020-03-23,12,residential_percent_change_from_baseline,15
NA,DE-BB,NA,2020-03-24,12,retail_and_recreation_percent_change_from_baseline,-45
NA,DE-BB,NA,2020-03-24,12,grocery_and_pharmacy_percent_change_from_baseline,-10
NA,DE-BB,NA,2020-03-24,12,parks_percent_change_from_baseline,10
NA,DE-BB,NA,2020-03-24,12,transit_stations_percent_change_from_baseline,-48
NA,DE-BB,NA,2020-03-24,12,workplaces_percent_change_from_baseline,-38
NA,DE-BB,NA,2020-03-24,12,residential_percent_change_from_baseline,16
NA,DE-BB,NA,2020-03-25,12,retail_and_recreation_percent_change_from_baseline,-44
NA,DE-BB,NA,2020-03-25,12,grocery_and_pharmacy_percent_change_from_baseline,-8
NA,DE-BB,NA,2020-03-25,12,parks_percent_change_from_baseline,12
NA,DE-BB,NA,2020-03-25,12,transit_stations_percent_change_from_baseline,-47
NA,DE-BB,NA,2020-03-25,12,workplaces_percent_change_from_baseline,-38
NA,DE-BB,NA,2020-03-25,12,residential_percent_change_from_baseline,15
NA,DE-BB,NA,2020-03-26,12,retail_and_recreation_percent_change_from_baseline,-42
NA,DE-BB,NA,2020-03-26,12,grocery_and_pharmacy_percent_change_from_baseline,-6
NA,DE-BB,NA,2020-03-26,12,parks_percent_change_from_baseline,19
NA,DE-BB,NA,2020-03-26,12,transit_stations_percent_change_from_baseline,-46
NA,DE-BB,NA,2020-03-26,12,workplaces_percent_change_from_baseline,-38
NA,DE-BB,NA,2020-03-26,12,residential_percent_change_from_baseline,16
NA,DE-BB,NA,2020-03-27,12,retail_and_recreation_percent_change_from_baseline,-44
NA,DE-BB,NA,2020-03-27,12,grocery_and_pharmacy_percent_change_from_baseline,-9
NA,DE-BB,NA,2020-03-27,12,parks_percent_change_from_baseline,21
NA,DE-BB,NA,2020-03-27,12,transit_stations_percent_change_from_baseline,-48
NA,DE-BB,NA,2020-03-27,12,workplaces_percent_change_from_baseline,-38
NA,DE-BB,NA,2020-03-27,12,residential_percent_change_from_baseline,16
NA,DE-BB,NA,2020-03-28,12,retail_and_recreation_percent_change_from_baseline,-51
NA,DE-BB,NA,2020-03-28,12,grocery_and_pharmacy_percent_change_from_baseline,-10
NA,DE-BB,NA,2020-03-28,12,parks_percent_change_from_baseline,76
NA,DE-BB,NA,2020-03-28,12,transit_stations_percent_change_from_baseline,-39
NA,DE-BB,NA,2020-03-28,12,workplaces_percent_change_from_baseline,-23
NA,DE-BB,NA,2020-03-28,12,residential_percent_change_from_baseline,10
NA,DE-BB,NA,2020-03-29,12,retail_and_recreation_percent_change_from_baseline,-75
NA,DE-BB,NA,2020-03-29,12,grocery_and_pharmacy_percent_change_from_baseline,-52
NA,DE-BB,NA,2020-03-29,12,parks_percent_change_from_baseline,-53
NA,DE-BB,NA,2020-03-29,12,transit_stations_percent_change_from_baseline,-63
NA,DE-BB,NA,2020-03-29,12,workplaces_percent_change_from_baseline,-31
NA,DE-BB,NA,2020-03-29,12,residential_percent_change_from_baseline,9
NA,DE-BB,NA,2020-03-30,12,retail_and_recreation_percent_change_from_baseline,-42
NA,DE-BB,NA,2020-03-30,12,grocery_and_pharmacy_percent_change_from_baseline,-9
NA,DE-BB,NA,2020-03-30,12,parks_percent_change_from_baseline,-22
NA,DE-BB,NA,2020-03-30,12,transit_stations_percent_change_from_baseline,-52
NA,DE-BB,NA,2020-03-30,12,workplaces_percent_change_from_baseline,-38
NA,DE-BB,NA,2020-03-30,12,residential_percent_change_from_baseline,16
NA,DE-BB,NA,2020-03-31,12,retail_and_recreation_percent_change_from_baseline,-40
NA,DE-BB,NA,2020-03-31,12,grocery_and_pharmacy_percent_change_from_baseline,-6
NA,DE-BB,NA,2020-03-31,12,parks_percent_change_from_baseline,-3
NA,DE-BB,NA,2020-03-31,12,transit_stations_percent_change_from_baseline,-47
NA,DE-BB,NA,2020-03-31,12,workplaces_percent_change_from_baseline,-38
NA,DE-BB,NA,2020-03-31,12,residential_percent_change_from_baseline,16
NA,DE-BB,NA,2020-04-01,12,retail_and_recreation_percent_change_from_baseline,-39
NA,DE-BB,NA,2020-04-01,12,grocery_and_pharmacy_percent_change_from_baseline,-5
NA,DE-BB,NA,2020-04-01,12,parks_percent_change_from_baseline,11
NA,DE-BB,NA,2020-04-01,12,transit_stations_percent_change_from_baseline,-44
NA,DE-BB,NA,2020-04-01,12,workplaces_percent_change_from_baseline,-38
NA,DE-BB,NA,2020-04-01,12,residential_percent_change_from_baseline,14
NA,DE-BB,NA,2020-04-02,12,retail_and_recreation_percent_change_from_baseline,-39
NA,DE-BB,NA,2020-04-02,12,grocery_and_pharmacy_percent_change_from_baseline,-4
NA,DE-BB,NA,2020-04-02,12,parks_percent_change_from_baseline,0
NA,DE-BB,NA,2020-04-02,12,transit_stations_percent_change_from_baseline,-46
NA,DE-BB,NA,2020-04-02,12,workplaces_percent_change_from_baseline,-38
NA,DE-BB,NA,2020-04-02,12,residential_percent_change_from_baseline,15
NA,DE-BB,NA,2020-04-03,12,retail_and_recreation_percent_change_from_baseline,-41
NA,DE-BB,NA,2020-04-03,12,grocery_and_pharmacy_percent_change_from_baseline,-6
NA,DE-BB,NA,2020-04-03,12,parks_percent_change_from_baseline,-8
NA,DE-BB,NA,2020-04-03,12,transit_stations_percent_change_from_baseline,-49
NA,DE-BB,NA,2020-04-03,12,workplaces_percent_change_from_baseline,-38
NA,DE-BB,NA,2020-04-03,12,residential_percent_change_from_baseline,16
NA,DE-BB,NA,2020-04-04,12,retail_and_recreation_percent_change_from_baseline,-47
NA,DE-BB,NA,2020-04-04,12,grocery_and_pharmacy_percent_change_from_baseline,-6
NA,DE-BB,NA,2020-04-04,12,parks_percent_change_from_baseline,41
NA,DE-BB,NA,2020-04-04,12,transit_stations_percent_change_from_baseline,-40
NA,DE-BB,NA,2020-04-04,12,workplaces_percent_change_from_baseline,-22
NA,DE-BB,NA,2020-04-04,12,residential_percent_change_from_baseline,10
NA,DE-BB,NA,2020-04-05,12,retail_and_recreation_percent_change_from_baseline,-46
NA,DE-BB,NA,2020-04-05,12,grocery_and_pharmacy_percent_change_from_baseline,-7
NA,DE-BB,NA,2020-04-05,12,parks_percent_change_from_baseline,70
NA,DE-BB,NA,2020-04-05,12,transit_stations_percent_change_from_baseline,-35
NA,DE-BB,NA,2020-04-05,12,workplaces_percent_change_from_baseline,-17
NA,DE-BB,NA,2020-04-05,12,residential_percent_change_from_baseline,6
NA,DE-BB,NA,2020-04-06,12,retail_and_recreation_percent_change_from_baseline,-24
NA,DE-BB,NA,2020-04-06,12,grocery_and_pharmacy_percent_change_from_baseline,4
NA,DE-BB,NA,2020-04-06,12,parks_percent_change_from_baseline,37
NA,DE-BB,NA,2020-04-06,12,transit_stations_percent_change_from_baseline,-41
NA,DE-BB,NA,2020-04-06,12,workplaces_percent_change_from_baseline,-39
NA,DE-BB,NA,2020-04-06,12,residential_percent_change_from_baseline,13
NA,DE-BB,NA,2020-04-07,12,retail_and_recreation_percent_change_from_baseline,-25
NA,DE-BB,NA,2020-04-07,12,grocery_and_pharmacy_percent_change_from_baseline,7
NA,DE-BB,NA,2020-04-07,12,parks_percent_change_from_baseline,46
NA,DE-BB,NA,2020-04-07,12,transit_stations_percent_change_from_baseline,-40
NA,DE-BB,NA,2020-04-07,12,workplaces_percent_change_from_baseline,-40
NA,DE-BB,NA,2020-04-07,12,residential_percent_change_from_baseline,13
NA,DE-BB,NA,2020-04-08,12,retail_and_recreation_percent_change_from_baseline,-22
NA,DE-BB,NA,2020-04-08,12,grocery_and_pharmacy_percent_change_from_baseline,22
NA,DE-BB,NA,2020-04-08,12,parks_percent_change_from_baseline,54
NA,DE-BB,NA,2020-04-08,12,transit_stations_percent_change_from_baseline,-38
NA,DE-BB,NA,2020-04-08,12,workplaces_percent_change_from_baseline,-40
NA,DE-BB,NA,2020-04-08,12,residential_percent_change_from_baseline,12
NA,DE-BB,NA,2020-04-09,12,retail_and_recreation_percent_change_from_baseline,-18
NA,DE-BB,NA,2020-04-09,12,grocery_and_pharmacy_percent_change_from_baseline,23
NA,DE-BB,NA,2020-04-09,12,parks_percent_change_from_baseline,47
